id	GSM474708_con	GSM474709_con	GSM474710_con	GSM474711_con	GSM474712_con	GSM474713_con	GSM474714_con	GSM474715_con	GSM474716_con	GSM474717_con	GSM474718_con	GSM474719_con	GSM474720_con	GSM474721_con	GSM474722_con	GSM474723_con	GSM474724_con	GSM474725_con	GSM474726_con	GSM474727_con	GSM474728_con	GSM474729_con	GSM474730_con	GSM474731_con	GSM474732_con	GSM474733_con	GSM474734_con	GSM474735_con	GSM474736_con	GSM474737_con	GSM474738_con	GSM474739_con	GSM474740_con	GSM474741_con	GSM474742_con	GSM474743_con	GSM474744_con	GSM474745_con	GSM474746_con	GSM474747_con	GSM474748_con	GSM474749_con	GSM474750_con	GSM474751_con	GSM474752_con	GSM474753_con	GSM474754_con	GSM474755_con	GSM474756_con	GSM474757_con	GSM474758_con	GSM474759_con	GSM474760_con	GSM474797_con	GSM474832_con	GSM474833_con	GSM474834_con	GSM474835_con	GSM474836_con	GSM474837_con	GSM474838_con	GSM474839_con	GSM474840_con	GSM474761_treat	GSM474762_treat	GSM474763_treat	GSM474769_treat	GSM474775_treat	GSM474781_treat	GSM474782_treat	GSM474785_treat	GSM474786_treat	GSM474790_treat	GSM474791_treat	GSM474792_treat	GSM474793_treat	GSM474794_treat	GSM474795_treat	GSM474796_treat	GSM474798_treat	GSM474801_treat	GSM474804_treat	GSM474805_treat	GSM474810_treat	GSM474811_treat	GSM474814_treat	GSM474815_treat	GSM474818_treat	GSM474819_treat	GSM474821_treat	GSM474823_treat	GSM474824_treat	GSM474827_treat	GSM474830_treat	GSM474831_treat	GSM474764_treat	GSM474765_treat	GSM474766_treat	GSM474767_treat	GSM474768_treat	GSM474770_treat	GSM474771_treat	GSM474772_treat	GSM474773_treat	GSM474774_treat	GSM474776_treat	GSM474777_treat	GSM474778_treat	GSM474779_treat	GSM474780_treat	GSM474783_treat	GSM474784_treat	GSM474787_treat	GSM474788_treat	GSM474789_treat	GSM474799_treat	GSM474800_treat	GSM474802_treat	GSM474803_treat	GSM474806_treat	GSM474807_treat	GSM474808_treat	GSM474809_treat	GSM474812_treat	GSM474813_treat	GSM474816_treat	GSM474817_treat	GSM474820_treat	GSM474822_treat	GSM474825_treat	GSM474826_treat	GSM474828_treat	GSM474829_treat
COPS5	7.363759	8.340295	9.056219	8.947792	8.55665	8.846574	7.411485	8.700543	8.870668	8.39463	8.815625	8.996795	8.584732	8.029562	7.461251	7.465637	7.858301	7.663178	8.086572	8.340298	7.859256	7.770206	7.566006	7.919391	8.172161	8.421183	8.153979	8.061656	7.875825	7.981331	8.189133	7.641786	8.342137	8.389584	7.752917	7.98272	8.147744	7.103295	7.800286	7.455467	7.766411	7.372332	7.420554	7.459793	7.435315	7.420043	7.246672	7.668867	7.318263	7.575837	7.492801	7.046068	7.135044	7.932117	7.458584	7.736951	8.67822	7.813982	7.624339	8.087007	7.58884	7.727988	8.70722	7.920529	8.353985	8.975992	9.182403	8.403812	9.31503	8.73348	8.367228	8.422487	7.781697	8.324832	8.357711	7.659036	7.717488	7.892325	8.230027	7.897896	8.465355	8.965841	7.646813	8.578813	8.584461	8.350696	8.039758	8.909537	8.697353	8.520856	7.715008	8.905485	8.480574	8.330848	8.987876	8.775129	7.802295	7.836823	8.315554	8.779513	8.538896	9.184161	8.716065	8.687637	9.338003	8.752116	9.113662	8.313299	9.02577	8.672231	8.782912	9.142889	8.276244	7.956817	8.361606	8.386768	8.504833	8.959394	8.638398	9.201792	7.771104	7.658259	8.102866	8.785798	7.758238	7.845443	7.746811	9.48199	8.93385	8.347577	9.142697	8.15446	9.771498
FOS	10.015048	9.821283	10.013648	9.580217	9.982626	9.929084	9.947477	10.317837	9.895445	9.711727	10.495757	10.322844	9.834916	10.64631	10.15511	10.304861	10.510186	9.494582	9.327933	10.009796	8.551383	9.051745	9.588293	9.61545	9.613337	9.800398	9.590523	9.511821	9.360464	9.321166	9.453229	9.423409	9.518175	10.067174	9.052027	10.103408	10.078419	8.868494	9.647795	9.966371	9.860075	9.805886	10.25259	10.354044	9.814483	9.829028	9.581197	10.180892	9.958652	10.491129	9.203678	9.315839	10.113251	9.714335	9.519267	10.323748	8.911863	8.923701	9.731148	9.522615	9.060181	9.809798	8.70124	8.87204	10.171766	9.792292	8.86679	9.044008	9.227459	9.500312	9.198235	9.78846	8.919633	9.195167	9.185635	8.834693	8.583913	8.467109	7.878067	9.770065	10.098592	7.418145	9.284489	8.265347	9.75967	9.635012	8.870443	9.645191	8.033662	9.119573	6.553249	8.207827	8.518404	9.582684	9.173551	10.160247	8.948666	9.725297	10.04786	10.430442	9.131736	9.242658	9.362384	9.591969	9.099226	8.851651	8.8019	10.188453	9.165472	9.411105	9.310507	9.312386	8.386991	9.595121	9.759419	8.246909	9.511476	9.78382	9.918377	8.904639	9.015643	7.58263	7.179315	9.540048	9.330081	8.057067	8.74817	7.407163	6.042129	8.518511	9.073976	8.908956	7.907111
VRK1	5.712301	6.542041	7.510588	7.643092	7.208971	7.340024	5.779058	6.865168	7.197856	7.216306	7.356295	7.917211	7.15254	5.84619	5.841942	5.510511	5.940275	5.64075	6.981027	7.096021	6.720129	6.319729	6.371211	6.657247	6.88629	6.666992	6.558433	6.686025	6.702015	6.641531	7.145178	6.4487	7.090188	6.735579	6.000716	6.067838	6.405217	5.403921	6.594953	6.548002	6.251673	6.066506	5.841532	5.952162	6.046016	6.100554	6.042311	6.396844	5.388579	6.137166	6.092218	5.501069	5.810632	5.744757	5.748191	5.839873	7.303667	6.569292	5.411984	5.89423	5.42925	5.177383	6.859295	6.68146	7.128652	7.268857	8.072458	7.380829	7.667557	7.449113	7.657619	7.239809	6.924163	6.968399	7.082871	6.241823	6.451865	6.612402	6.846673	6.641591	7.130364	7.147403	6.422249	6.767839	6.787984	7.317885	6.20735	6.967266	7.389737	6.760169	6.285714	6.900808	6.433915	6.287381	7.437032	7.045008	6.718409	7.038348	7.427121	7.545472	7.342063	7.773051	7.657496	6.923886	7.196219	7.724021	7.795981	6.58496	7.49336	7.617793	7.590868	7.797268	7.276893	6.94415	6.999739	6.801754	6.999842	7.674941	7.312603	7.731572	5.993522	5.810301	5.81643	7.218998	6.322708	6.27005	6.005317	7.639358	7.153885	6.938261	7.646135	5.909722	7.958465
PYROXD1	7.303308	7.631969	8.236847	8.33075	7.764877	8.080625	7.613537	8.111959	8.531987	7.613558	7.235398	7.230368	6.810416	7.294079	6.881542	7.058339	7.869163	7.3366	6.879335	7.34211	6.578139	6.601538	6.548453	6.496291	6.539145	7.465144	7.582611	6.96153	7.307974	6.242004	7.139974	6.783036	7.834119	6.603446	6.270467	6.281447	7.051446	6.160939	7.475414	6.410869	7.030831	6.771172	6.813317	6.42209	6.65082	7.043843	6.405033	6.879459	6.505937	7.220947	6.951878	6.481272	6.441831	7.521771	6.760255	7.717342	7.415569	7.328259	6.218357	6.579066	7.564381	6.566491	8.066068	6.737874	8.225106	8.176642	8.721634	7.725954	8.730819	8.233333	7.896698	8.437346	6.312486	7.720461	8.308029	6.150853	6.183072	6.722124	8.379735	7.828085	7.87418	8.665054	6.96089	8.340938	8.630983	7.78072	7.008018	6.043046	7.777636	7.692764	6.612142	8.22186	7.870507	7.807742	8.528747	8.04205	7.815547	7.195394	8.069577	8.37882	8.404376	9.031705	8.854029	8.332802	8.497314	8.564743	8.701532	7.518515	8.306441	7.942046	7.91254	9.40483	7.167652	7.653681	7.324791	7.048766	7.928782	8.593694	7.217391	8.727844	7.223357	6.875131	6.865973	8.282125	6.641087	7.402819	7.692891	9.181765	8.485955	6.503597	8.927785	7.193524	9.369125
RPL11	11.22222	11.751966	12.077024	11.854959	11.494224	11.920994	10.491783	11.755901	11.83109	11.887432	11.851659	12.381213	11.861398	10.366665	10.700007	9.887106	10.77059	10.059603	11.612816	11.452398	11.394706	11.445029	11.570073	11.376098	11.522063	11.914691	11.643278	11.414678	11.745053	11.316495	11.674794	11.23936	11.722003	11.59787	11.575188	10.937652	11.30962	11.209217	11.496222	11.159619	11.441973	11.153603	10.923636	10.577451	11.10581	10.985626	11.124688	11.077809	11.261994	11.00361	11.084574	10.776882	10.968189	11.21416	10.916222	11.165356	11.174847	11.541907	10.954288	10.936091	10.735505	10.470672	11.757106	11.355127	11.168767	12.258169	12.530692	12.054351	12.682692	12.087993	11.84469	11.525762	11.553678	11.954942	11.817644	11.359407	10.86494	11.745137	12.139383	11.248727	11.426013	12.482585	11.21176	12.392259	11.883058	11.31644	11.622133	11.178638	10.941134	11.59447	11.136358	12.336919	11.719199	11.606443	12.237831	11.912105	11.262806	11.782332	11.212188	11.346919	11.908368	12.294613	11.600615	11.433939	12.337399	12.040653	12.380089	10.959158	12.242405	12.035078	12.171082	11.752173	11.987309	11.846633	12.166181	12.008459	11.677031	11.690613	12.035247	12.503874	11.155701	11.624466	11.627139	12.296915	11.385559	11.298155	11.257873	12.660935	12.480077	11.881951	12.020183	11.263102	12.941703
COMMD3	7.473452	8.584885	9.371819	9.070643	8.556194	8.862634	7.607699	8.819333	8.952223	8.715735	8.806849	8.981737	8.494542	7.542468	7.499366	7.338805	7.813055	7.84441	8.254785	8.307307	8.381369	8.031864	7.904211	8.152297	8.292887	8.316033	8.202763	8.367931	8.122203	8.408789	8.451323	8.027158	8.341583	8.372581	8.289954	7.936322	8.081741	7.616657	7.874672	7.841067	7.817018	7.753209	7.740547	7.922631	7.837088	7.977204	7.697628	7.767506	7.37411	7.895164	7.846838	7.166491	7.521568	7.953448	7.483724	7.795845	8.133072	8.065682	7.554746	7.393448	7.643201	7.375138	8.841098	8.015538	8.25857	9.050181	9.367228	8.49871	9.208833	8.974519	8.522417	8.616261	8.0839	8.54673	8.613006	7.996871	7.986647	8.128326	8.492414	8.312714	8.476857	9.064643	7.719178	8.785516	8.583185	8.414031	7.799344	8.267007	8.98307	8.399798	8.283259	8.987782	8.449896	8.388111	8.984467	8.535924	8.161074	8.413477	8.485494	8.563597	8.714537	9.038399	8.714597	8.691428	9.512988	9.18861	9.386963	8.334653	9.40315	8.694597	9.074022	9.438662	8.70292	8.253308	8.676696	8.57155	8.198922	8.6538	8.736238	9.345257	7.866886	7.596976	8.016202	8.731144	7.751803	7.949986	7.834855	9.811033	9.146186	8.483262	9.359765	8.176164	9.775085
C9orf78	7.834133	7.46418	7.542688	7.986497	7.844602	7.915078	7.860903	7.870549	8.645712	8.309314	7.93127	8.487025	7.98386	7.366708	7.105396	7.989538	7.197223	7.107459	8.44627	8.398043	8.433067	8.501889	8.42158	8.354013	8.214752	8.127243	8.015413	8.736829	8.726374	7.696833	8.342887	8.358775	8.228254	7.746185	8.799647	8.308763	8.276391	8.323323	8.679031	7.344259	8.72482	7.277557	7.383742	7.689729	8.624592	7.747033	7.870121	7.96536	9.040741	7.943949	7.871779	8.485821	7.440944	7.731702	8.192422	8.312669	9.452903	10.584452	7.576741	8.028628	8.46735	7.621395	8.477125	8.003073	9.389557	8.414293	8.646967	8.518184	9.029165	9.302031	10.42644	8.593446	9.13689	8.84006	10.035343	8.506242	8.706306	8.061455	8.433273	9.327044	8.864707	8.894172	7.728752	8.561825	8.081493	8.384921	7.618213	8.735467	8.55134	8.055376	8.578588	8.451138	8.159235	9.68393	8.303542	8.995015	9.484896	9.216035	8.594195	8.797372	9.141444	8.780718	9.0727	8.344773	8.257488	8.692145	9.635231	8.409	10.964558	8.121203	8.380604	8.309699	8.213668	9.157584	8.942658	10.413908	9.938315	8.659376	9.433969	8.719992	7.729813	8.207978	8.937688	8.853969	8.788334	8.697227	7.990539	8.171268	8.134572	9.222848	8.754183	8.789563	8.871381
VTI1B	9.118104	9.728468	9.84056	9.618345	9.446536	9.678887	9.844529	9.727705	10.072577	9.806618	9.890257	9.66579	9.319801	9.019219	9.490223	9.204169	8.648675	9.056739	9.963621	9.997588	9.683554	9.799387	9.787898	10.098333	9.640713	9.392462	9.555614	9.20202	9.93653	9.291317	9.765389	9.445214	9.609843	9.555076	10.413801	9.611545	9.737361	9.925159	10.065405	9.496246	9.714229	8.799106	9.241183	8.60856	10.075726	9.012742	9.607366	9.48538	10.678549	9.328073	9.357902	9.735524	9.029596	9.732473	10.133474	9.701086	10.545425	10.991586	9.475669	9.965071	10.381911	9.932829	9.776991	10.194296	10.143736	9.921061	9.906958	10.129999	10.157248	10.148477	10.404148	9.225762	10.308005	11.051783	10.926241	9.822487	10.163817	10.0963	10.140833	10.639657	10.260373	9.76125	9.709705	10.001721	9.733585	9.81761	10.352985	10.204541	9.53396	9.58708	9.6885	10.383476	9.776753	11.152715	9.725112	10.812909	10.515282	11.017694	9.857665	10.117364	10.25913	10.05214	9.968769	9.939565	9.383789	9.927071	10.93943	9.932591	11.798139	9.721535	9.876409	9.437501	10.269541	10.808515	10.313861	11.890928	10.678845	9.821148	10.221648	10.334887	9.325589	9.891577	10.905028	10.122234	10.300507	10.376058	9.585321	9.969202	10.115702	10.972757	9.662536	10.244074	9.907933
MRPL22	6.259396	6.872363	7.976122	7.33212	6.732633	7.232505	5.949057	6.994747	7.596478	6.698436	7.31701	7.599281	7.10204	6.196293	6.052836	5.678905	6.031641	6.171602	6.219287	6.260776	6.354487	6.34848	6.167157	6.296993	6.030952	6.637269	6.327024	6.305043	6.347166	6.079224	6.448172	6.213625	6.477947	6.34735	5.737594	6.300644	6.311418	5.737987	6.279794	6.197363	6.058272	5.983521	6.143847	6.017813	5.863018	5.966443	6.066812	6.224455	5.964066	6.102092	6.034039	5.818427	6.02935	6.11078	5.94253	5.821464	6.631337	6.4956	6.331699	5.997275	6.069298	5.844835	7.268533	6.332997	6.524747	7.124179	7.69165	6.941724	7.676526	7.361543	6.935886	6.703719	6.400788	6.677957	6.62168	5.776369	6.33519	6.475848	6.821606	6.446019	6.421412	8.132981	6.130772	7.447939	6.947675	6.324695	6.25629	6.200342	8.05231	6.711483	6.893659	7.597072	6.838948	6.901834	7.465422	6.911377	6.260916	6.518816	6.411794	6.58686	6.964602	7.725364	7.269488	6.9481	7.943894	7.374732	7.73179	6.333181	7.609502	6.960707	7.346365	7.430867	6.663124	6.331135	6.857673	7.347339	6.800032	7.041746	7.153949	8.019251	6.222889	6.362974	6.882378	7.040841	5.912005	6.636012	6.176434	8.564301	8.098675	6.533453	7.514711	6.485881	8.436193
SEP15	9.238186	9.789823	10.075724	10.084898	9.781295	10.220136	8.941952	9.737289	10.177787	9.6549	9.806583	9.739799	9.051326	9.069844	8.803676	8.720038	9.277617	8.92336	9.280344	9.685265	9.139165	9.229888	9.099561	9.002172	9.459305	10.008849	9.695473	8.714346	9.466333	8.897801	9.496557	9.314477	9.825824	9.378464	8.937721	8.748528	9.342189	8.830581	9.297233	9.003573	9.270475	8.999345	9.008465	8.582177	8.867736	8.823159	8.810221	9.135526	9.335707	9.204127	9.058318	8.827403	9.122225	9.298369	8.566173	9.53117	9.805089	9.465552	8.882798	9.003471	9.201336	8.844062	9.697596	9.257908	10.155928	10.226021	10.742553	9.791626	10.650241	10.031403	10.103781	10.483062	9.405024	9.948607	10.452633	9.07351	8.939652	9.070416	9.90512	10.08874	10.067344	9.57455	8.983346	9.557028	10.086082	9.960991	9.295351	9.098225	9.632087	9.764209	8.66114	9.893863	9.697397	10.005638	10.249659	10.131583	9.690074	9.966422	10.182599	10.336054	10.271675	10.841883	10.468891	10.295552	9.959675	10.507428	10.543419	10.273916	10.436888	10.111097	10.195726	10.884344	9.356439	10.059117	10.263938	9.670271	9.9135	10.119732	9.855299	10.656821	8.975031	8.061819	8.828992	10.053255	9.204571	9.293688	8.570025	10.042168	8.90299	8.656958	10.590453	9.102804	10.89063
UBE2W	6.254641	6.541511	7.379981	7.226838	6.895937	6.849144	6.172694	6.8826	7.197137	6.723738	6.335803	6.79474	6.500069	6.195738	6.083275	6.795396	6.149223	6.308017	4.723828	5.59167	4.668022	4.685761	4.558534	4.969496	5.370103	5.873	5.541491	5.083494	5.061942	4.96961	5.663809	6.271614	6.314725	5.136257	4.977957	5.304153	5.641846	4.917033	6.587075	6.686893	5.563729	6.104969	6.799711	6.273483	5.034282	6.507357	6.023242	6.768297	6.204076	6.575886	5.553513	5.807536	6.376489	6.441258	6.379376	7.001049	6.478897	6.257001	5.943155	4.996824	6.786134	5.73108	5.605862	6.136318	7.881687	7.834692	7.192479	6.258011	7.151821	7.215026	6.743865	7.375995	5.699641	6.598025	7.378938	5.747275	5.428756	5.781171	6.588419	7.300717	7.170029	6.659974	6.277176	7.381403	6.937463	6.420182	7.273603	5.728658	6.525577	6.140515	5.269679	6.964294	6.267644	7.557857	7.078644	7.820981	6.883191	7.334866	6.966312	6.828104	7.089443	7.965773	7.572372	7.699295	7.226347	7.193564	7.642445	7.68262	7.561828	7.106133	6.566558	7.686784	6.520783	6.585492	7.152978	6.763117	7.206203	6.536003	6.368694	6.579658	5.886992	6.025254	6.864003	6.940981	5.936417	6.364603	6.185165	6.134718	6.652818	5.092277	8.092364	5.103364	6.763131
NDUFA5	4.692094	5.186324	5.649263	5.914403	5.459045	5.725511	4.884535	5.232443	5.564845	5.358092	5.65425	5.788952	5.060988	4.694866	4.506121	4.500179	4.742692	4.573517	4.923684	5.184799	4.697616	4.647425	4.691464	5.071596	4.816727	5.43129	4.908613	4.639896	4.993676	4.519065	4.911865	4.514894	5.537223	4.928765	4.643258	4.461585	4.748411	4.40251	4.560199	4.646167	4.616084	4.415742	4.492432	4.487111	4.315023	4.759448	4.421959	4.635765	4.47052	4.696975	4.570242	4.239991	4.522907	4.29757	4.539651	4.482309	4.989223	4.794352	4.32148	4.418177	4.523484	4.32566	5.200903	4.797974	5.276709	6.106884	6.918947	5.692931	6.638307	5.984895	5.9103	5.654159	4.70509	5.144283	5.532663	4.729872	4.459322	4.792459	5.232144	5.008695	4.905825	5.534021	4.831473	5.68881	5.261902	5.124968	4.609347	4.626537	5.268329	5.004734	4.97493	5.698545	4.748411	5.179127	5.779882	5.874764	4.787166	5.111079	5.447927	5.884673	5.8994	7.001775	6.036632	5.446944	5.9166	6.366277	6.535817	4.930001	6.48499	5.71005	5.964813	6.4205	4.761254	5.21148	5.647613	5.062878	5.194356	6.186344	5.645238	6.552422	4.342617	4.444006	4.65659	5.713944	4.551708	4.50017	4.480176	6.533968	5.424083	4.669672	6.294056	4.397077	7.186666
ATG2B	6.297773	6.11574	5.695325	6.282722	6.342208	6.181719	6.572676	5.699115	5.392157	6.616237	6.052955	6.134892	5.782543	6.536164	6.052016	6.24817	6.666536	6.146721	6.577821	6.582708	6.444101	5.957581	5.970868	6.691003	6.756978	6.51974	6.345115	6.551634	6.06939	5.855091	6.760721	6.18984	6.838412	6.849788	5.998744	6.309306	6.592775	5.578369	6.398035	6.112402	6.861425	6.398182	6.356125	6.430138	6.411475	6.892062	6.265105	6.318489	5.475927	7.484462	6.593352	6.14366	6.636192	5.669442	5.090569	5.875173	6.29272	5.024783	5.312474	5.340374	4.848392	5.010578	5.290321	5.358972	5.681308	6.01574	6.208936	5.891217	6.101178	5.770855	6.223218	6.258671	5.412753	5.64285	5.320651	5.090522	4.461399	4.867809	5.52066	6.139012	5.877805	4.420001	6.011194	4.924599	5.438	6.160274	5.062141	4.68517	4.879192	5.577123	4.087278	4.885943	5.161259	5.061446	5.993417	6.077423	5.148872	6.031162	6.174304	6.423093	6.027746	6.23143	6.214563	5.524976	5.470164	6.337535	5.855909	5.811583	5.599915	6.160814	6.59963	6.594464	5.27513	5.401427	6.190914	5.272503	6.382173	6.433499	5.345915	6.149758	5.375027	4.663603	4.491015	5.803388	5.328312	5.040147	5.136134	5.180288	4.838776	5.48373	5.797564	4.947144	5.568923
BPGM	8.170105	8.568744	8.685111	7.265392	7.290803	8.218357	8.867417	8.796038	9.549296	7.966232	8.659189	9.469213	7.366959	7.166323	6.89212	8.994079	6.800984	7.100285	8.502655	7.670639	8.121676	8.518239	8.364474	8.774444	8.83863	7.480989	7.544636	8.333743	9.643098	8.06935	8.358034	8.105436	8.101789	7.952422	9.5797	8.526351	9.694477	8.561027	10.290063	8.093016	8.748198	6.050074	7.143885	7.080071	8.568584	7.160498	7.432883	7.290023	10.379565	8.481865	7.416099	8.424059	7.322496	9.237334	9.056135	8.655814	11.742354	11.954348	8.218795	9.000077	8.973814	8.77002	8.621866	8.680909	10.119968	8.490693	9.204176	8.382507	10.175175	9.63363	11.500611	9.595299	9.162516	10.238785	11.8449	7.519895	9.117737	7.891811	8.813872	10.329386	9.112538	9.172296	7.907988	9.375486	8.686311	9.72657	8.660584	8.911509	10.719205	8.151604	7.338373	10.027902	7.24055	11.94041	8.498187	10.665031	12.184854	10.615407	10.031766	10.355892	9.839324	10.262168	10.888677	8.957402	8.56664	10.477334	11.146473	10.285135	12.438951	7.580867	8.514519	8.43688	8.860073	11.145627	11.358168	12.534848	12.030149	8.910387	10.493621	9.849866	7.415398	8.924978	10.112753	9.648838	9.96088	9.172454	8.5032	8.514044	10.360684	10.761912	9.075421	9.371325	10.631515
ITGA6	7.11118	7.271217	7.198474	7.037382	7.249394	7.255562	7.764111	7.271433	7.415476	7.315893	7.03054	7.690079	7.226559	6.987128	7.458508	7.277608	7.415072	7.179474	7.404151	7.217999	7.009619	7.493699	6.931268	7.349572	7.648947	7.411289	7.365862	6.97712	7.638205	7.038469	7.654987	7.363985	7.602191	7.267842	7.011897	6.784901	6.952367	6.471766	7.36348	7.162415	7.790398	7.627339	7.047261	6.986954	6.935763	7.215852	7.199815	7.002668	6.848108	7.803599	7.746257	7.109123	7.068252	6.476796	6.280451	6.920259	6.709484	6.668786	6.05691	5.857142	6.223776	5.836374	6.120534	6.449165	6.852258	6.843015	6.846211	6.822812	7.152842	6.965356	7.185984	6.969434	6.634853	7.039958	6.252344	6.400054	5.659917	6.044385	6.465672	6.763222	7.113181	5.424108	6.614709	6.656953	6.959494	6.928737	6.426405	6.441432	5.520715	6.332736	4.979915	6.730827	6.195545	6.450722	6.992108	6.774589	6.128986	7.435657	7.260567	6.808032	6.728521	7.355938	7.297718	6.392819	6.105994	7.460235	6.713444	6.086758	6.850663	6.879459	6.91242	6.707651	6.273141	6.696731	7.08666	6.108436	6.771515	6.842825	7.145013	7.256479	6.308859	5.265804	5.542173	7.079301	6.574507	6.347061	5.744071	6.090898	5.239193	5.627165	6.660397	5.932893	7.478079
ZBTB44	8.235774	7.518938	7.762657	7.699782	7.383483	7.695735	8.482353	7.707974	8.062617	7.734464	7.359188	7.486419	7.185208	8.573129	8.114485	8.205512	8.616109	8.471783	8.334501	8.206269	8.440269	8.684589	8.20918	8.356515	7.943489	7.928986	7.917481	7.688563	8.256161	7.847361	7.988844	8.142159	8.169616	8.368827	8.314776	8.63391	8.220598	7.873645	8.223813	8.17843	8.11575	8.044439	8.001509	7.83227	8.184338	7.984736	8.309477	8.064626	8.172229	7.867122	7.896079	7.979735	7.713378	9.151427	9.023656	9.060202	8.993136	8.86992	8.831283	9.047136	9.438032	9.143803	8.759399	8.913963	8.109988	7.971191	8.351387	8.469394	8.381108	8.640591	8.541079	7.899015	8.933117	9.116785	9.184818	8.794191	8.875128	8.913941	8.843958	8.335777	8.250337	9.34798	8.678495	9.123293	8.640867	8.66527	9.069402	9.336633	9.926585	9.473534	9.765052	9.700135	9.420961	8.312987	8.999115	7.964147	8.670945	8.242087	8.213443	8.714789	8.495669	8.207728	8.250403	8.51884	9.055456	8.368719	8.343868	7.807193	8.398484	8.15135	8.229269	8.66849	8.781472	7.972159	7.848606	8.38855	8.536442	8.312068	8.157241	8.714687	8.835416	9.482645	9.29853	8.625269	9.114129	8.941852	9.180004	9.156919	9.136583	9.45944	8.728298	9.568969	8.880115
MYL6B	6.077318	6.435695	6.993894	6.945176	6.70165	6.551699	6.226896	6.685854	7.065047	6.500697	6.562703	6.419905	6.93245	6.395448	6.32459	6.616813	6.099837	6.719157	6.380557	6.681665	6.31875	6.720297	6.248059	6.823093	6.117489	6.321746	6.342227	5.961394	6.535098	6.138963	6.453639	6.403031	6.347422	6.252007	6.407594	6.640082	6.583019	6.204239	6.337483	6.066097	6.212901	6.089256	6.295052	6.151499	6.325334	6.083813	6.116845	6.519812	6.240614	6.247327	5.88742	6.066996	5.781847	7.104643	6.457686	6.145124	6.875437	6.290276	8.966026	7.246642	6.877485	6.476162	6.953898	6.982625	6.704901	6.657127	6.862094	6.844956	7.120602	7.023997	6.395985	6.870455	6.609313	6.792939	6.629202	6.762505	7.379456	6.949132	6.938266	6.906907	6.583355	7.201686	6.587481	7.389484	7.033541	6.583964	7.009777	7.240708	9.302433	7.159818	7.397521	7.560409	7.205106	7.202734	7.060668	6.817988	7.030147	6.472701	6.018762	6.912674	6.499129	6.622149	7.553592	6.692721	6.842502	6.269589	6.864201	6.641484	6.98104	6.482573	6.358188	7.267052	6.796069	6.64574	6.212387	8.08176	7.336964	6.80891	6.074529	7.40317	6.452033	7.445152	7.504516	6.665763	7.275686	7.009344	7.021388	7.331143	8.158307	6.993631	7.122165	7.381134	7.464288
PSMA2	6.257991	8.081799	9.056157	8.625787	8.194759	8.459452	6.689389	8.072104	8.588641	8.107938	8.489555	8.766716	8.16636	6.580765	6.633779	6.167263	6.832375	6.526713	7.510031	7.816796	7.566895	6.995597	7.077858	7.393279	7.443573	7.835021	7.064223	6.961194	7.125222	7.352423	7.587905	7.037351	7.805134	7.617807	7.03325	6.602393	7.096274	6.694917	6.612914	6.354714	6.378952	6.149163	6.32726	6.119602	6.239369	6.210484	6.221056	6.303375	6.322363	6.403592	6.241383	5.845619	6.054086	6.62838	5.765597	6.538749	7.420384	7.073408	6.051094	6.31192	6.297893	6.165773	8.034892	6.912568	7.546596	8.636477	8.884707	8.061523	8.859725	8.282512	7.965015	7.804201	7.353607	7.7196	8.25445	7.006571	7.131937	7.143481	7.739555	7.151435	7.743888	8.91036	6.494839	8.348586	7.971426	7.49162	7.027683	6.914131	8.450423	7.659583	7.420931	8.65158	7.720192	7.872638	8.57937	8.093492	6.988013	7.39584	7.666275	7.981557	8.215074	8.971761	8.334045	7.971891	8.825152	8.545272	8.945419	7.622488	9.022861	8.104434	8.448505	8.647939	7.845563	7.496676	7.875947	7.781988	7.744511	8.590572	8.104663	9.108724	6.62849	5.959142	7.382364	8.307702	6.829851	6.923571	6.10973	9.356865	8.607113	7.496628	9.126256	6.72112	9.835949
KTN1	7.27457	7.383333	7.707059	8.191774	7.659406	7.841643	6.825194	7.343436	7.345254	7.86343	7.510007	8.140891	7.666204	6.710685	6.720149	6.97229	7.302311	7.107249	7.625557	7.345492	7.162689	6.729866	6.861227	7.065691	7.520928	7.916017	7.482725	7.345923	7.32952	6.987287	7.639929	7.336482	8.233234	7.146621	6.887366	6.977238	7.204327	5.972972	7.364583	7.020858	7.179686	7.137472	7.042197	6.973915	7.192677	7.425173	6.956222	7.586997	6.301225	7.386739	7.405751	6.631386	7.129392	6.730285	6.499362	7.091646	7.602324	7.027827	6.414906	6.381073	6.606189	6.216233	7.300703	7.210951	8.135109	8.565976	9.125741	7.975746	8.897648	8.331773	8.153106	8.216144	7.085367	7.67344	7.827982	7.008515	6.38261	7.16645	8.004067	7.634918	8.017255	8.306869	7.328899	8.053854	7.979561	7.709923	6.670018	6.802194	7.147425	7.192886	7.038739	7.571983	7.330177	7.360444	8.053091	8.10073	7.767583	7.545182	8.712567	8.20523	8.30818	9.109481	8.590084	8.059013	8.478298	9.138335	8.866643	7.252968	8.62023	8.313893	8.611988	8.910861	7.895004	7.81245	8.211116	7.393594	7.915469	8.749868	7.982105	8.788433	6.988107	6.608856	6.743641	8.050995	6.338579	6.96972	7.025476	8.720984	8.463241	6.987238	8.465862	6.210749	9.504313
